[로그 시작] 클라이언트 2 로그 파일
[파일 선택] c:\Github\G1HW3\G1HW3/Expression2.txt
[611번 수식 전송]: 4*5/10-3/5*8*3/10-9/5-4+5+2-8*5/6+3/5*8-3*10/1+4*3+6/1/6*4*6+7+9+5/2*1+2-5-3+1+1-1+10+9/3*7
[612번 수식 전송]: 9/10+2+6-8-9-9*9/9/4*1*3-8/7-9+1*1
[603번 결과 수신]: 38.44047619047619
[613번 수식 전송]: 8+9/5/9-7/2-5*4/9+10*10-4-6+1/6*5-4+6*7*1/4+8+4/8*4*4*4*5+4+4+7+8*9-8+6/7*10+1*3*4/2*1+9
[604번 결과 수신]: 4.166666666666666
[614번 수식 전송]: 1/2/9/5-6*10-2-4/5+6+1*6*10*6+5+3-2+8+8*8/9+4-6/3/2*9/5*2-8/2-5+8-10+2/3*5/1*3-2
[605번 결과 수신]: 387.28333333333336
[615번 수식 전송]: 9+5/9*2/10/2+8-5-3/4*1+9/5-4+6*8/9/6*9/4+3+10/9-8/2+4/5*6+5*5/4/6/3*1+9
[606번 결과 수신]: -49.15714285714286
[616번 수식 전송]: 9*2/1+3+2/3-2*4-9/4+8-6/6*10+2/5+3
[607번 결과 수신]: 22.705952380952382
[617번 수식 전송]: 10+5*6/8+2/5-3-6/6+7/2+6*3-7-10+2+7+7/2/3
[608번 결과 수신]: -336.0759259259259
[618번 수식 전송]: 6*6-2*9+5-10+3/7*9/5/1-4
[609번 결과 수신]: 261.5468253968254
[610번 결과 수신]: -30.51666666666665
[619번 수식 전송]: 5/7+4*4*10-6/1*9-4-6/9*2*8-7/5+6/5+2*5-9/10-2/7/5*10-5+3+10-1
[611번 결과 수신]: 50.39333333333333
[620번 수식 전송]: 9+8+2+6+6/8+6-10*6/2/7/6/3*2+3*8-5-6*4+4-8+1*2
[612번 결과 수신]: -23.99285714285714
[621번 수식 전송]: 9*2*6*2*2*3+8+3+9-2/5-10*1-8/8-9/1*3/6+2+9*3/2+10-8*5+8+2/3*9*4*8*9-3*8/1*5+7-4-10
[613번 결과 수신]: 370.3825396825397
[622번 수식 전송]: 6-3*9/4/6/3/2-3/1*7+10-6/1/3/7/8+4/4*1-6-4-2+3-10/6-4+8-7+5/5*3-1+5/2/10+3/5+2+4+6
[614번 결과 수신]: 321.7222222222222
[623번 수식 전송]: 2-9-5*2/5+9/3+3+5/1-5+4+8*5/4-9+1*7-6/10/7+7+5*7+8*1+7+2/10/3
[615번 결과 수신]: 25.36388888888889
[624번 수식 전송]: 1-7-2+2/5*8-1+4/9/8/5+1/10*6-8*10+1*4+8*3+5+8/4*5*6+4+3/7/6+4/10+9+3*5*5/7
[616번 결과 수신]: 12.816666666666668
[625번 수식 전송]: 6+8/8+8*6/2+5*10-6/4/7/5*2/7/3*7+9-10*4-8+2-3+5-5+7+10/10-3-1+3-3*6/5-4-7+9*10-4*3/9*3/3-3/5-1*9
[617번 결과 수신]: 24.816666666666666
[626번 수식 전송]: 3-9/1/1*7+1-9-9/5*8+9*2+5-6/4*4+9-3*5-7+8+8*9-7+10-10+8-8*7/3
[618번 결과 수신]: 9.771428571428572
[627번 수식 전송]: 1-5+9/5-3-5-6-1+2*1/6-2-7/9*9-7+3/5-7*3/2-10/8
[619번 결과 수신]: 107.37619047619047
[628번 수식 전송]: 1+9+9*3+1-2+1*2/1-5/5/1/5
[620번 결과 수신]: 24.273809523809526
[629번 수식 전송]: 1+3*7+3-3*3/4-2/2+2-9/8-8/7/7+3-4-4/8+6
[621번 결과 수신]: 2894.6
[630번 수식 전송]: 6/6-10-10+10+1-4/10-6-5/2*6/2*1/2-2-5/1+1/6*8-8-10*9+1
[622번 결과 수신]: -3.0398809523809494
[631번 수식 전송]: 10/10*9/9+9/1-4+4*7/7-3*8*1
[623번 결과 수신]: 65.98095238095237
[632번 수식 전송]: 9/8-1/3*10+9+2+3/6/7/3+6/2-4*7*10-8*1/10-6-2-8/8/1+9-4+10-4/8/4/10+10*1/3+2+1-6-1*7
[624번 결과 수신]: 31.9968253968254
[633번 수식 전송]: 4*4-8-6*1*6*10*2*9/7-3*4+1-9*2/6/8*4*7+8-4-5*5-7/4*2-7/8*8*5/4/2+10-6-4-1*4+5-8/1*9*2
[625번 결과 수신]: 112.43809523809524
[634번 수식 전송]: 6-7+2/5+8+9/4*6+8/4/3*2-7*2-9*3/7+10+8*5*5*6*1/2/9/7-5*2+7+9+7*6/7-4+1-9+9/4/5
[626번 결과 수신]: -16.066666666666674
[635번 수식 전송]: 5-5-4*3+5+7-2/7+5*10/5*1
[636번 수식 전송]: 10+9-6+5/7-4+6/9/7/9/2/10-4/5+3/2-8/2-1-1/9/5/10+9/4/3*9*2*7-2+4/1+3
[627번 결과 수신]: -44.016666666666666
[637번 수식 전송]: 5-7-7/2-9*5*5/1-7*4/10/8-6*1*5+5+8/8/7+9*1-3
[628번 결과 수신]: 37.8
[638번 수식 전송]: 9+7-5*2/2+10/7-6/5*8*3/9*3+1/4*9/3+3+1+2+4+7-8/9-8/3
[629번 결과 수신]: 26.961734693877553
[639번 수식 전송]: 1+5+10*1/9*10-8*9+4+2*8+3-9/5/1-5+8-9+8+10/4*2-10*1+6+10+2/6+7-3*5
[630번 결과 수신]: -120.81666666666666
[640번 수식 전송]: 2-2/8+2-10-2+8/7*3-5+3/8-3+6/1/3+7*5/3/10/9+2
[631번 결과 수신]: -14.0
[641번 수식 전송]: 7+2-6*1*10/4/6-8/6-5*2/5*7+10+6+8
[632번 결과 수신]: -269.6636904761905
[642번 수식 전송]: 3*8-6/8/1/6+8+1+7-4/7/3+10*2-10+9/2-3+4*5*3+9*6+1*10/6+8-10/1-7
[633번 결과 수신]: -1111.0892857142858
[643번 수식 전송]: 9+7-10/8+1-2/7*9/4/6-5*4-7*7*1-9+5+2+7-1*8-10*5-7-6-3+1+3/6/9-2/1-2+2-8-5*8+4+8*2/2+5/9+3-2-8*1
[634번 결과 수신]: 24.349999999999998
[644번 수식 전송]: 10/8*5*8+7/1+8-6+8/9-2+2-6+10/2-8+4-6+1+7/2-9
[635번 결과 수신]: 9.714285714285714
[645번 수식 전송]: 10*8*3+1+1+8+4/10-10+5+4+7+10-4*4+7
[636번 결과 수신]: 104.91259259259259
[646번 수식 전송]: 10+8-10-4/5-7/5/5+5+10/2*2-2/2*6-9*10+8*6+9
[647번 수식 전송]: 7*3+4-7*1-9+8+8*6+9-1*8*6+3/6
[637번 결과 수신]: -249.70714285714288
[638번 결과 수신]: 17.023015873015872
[648번 수식 전송]: 5-9+2-1/6/3+6-7*5-3
[639번 결과 수신]: -28.35555555555555
[649번 수식 전송]: 4*10-5+9-9/1-4/8-10-9/1-4/4+2+4/1-10*4+8*7+10+8*7/5/1+10+5+5-5*1+9-3+8*1/10*2+9*6+7/7/6-10/8+1/8+2*9
[640번 결과 수신]: -8.316798941798941
[650번 수식 전송]: 5-3*8/5+7+8-7+6-6*3+3/7*5/8/10/3-3*3-8-2/7-9/1*8*3-9/7+5+10-9*4+10*8/6-10
[641번 결과 수신]: 15.166666666666668
[651번 수식 전송]: 4+9+3/8/9*1/6*2*5+5*9*7+10-8-4
[642번 결과 수신]: 157.85119047619045
[652번 수식 전송]: 9/3-10/7+7/9*9+2+3-10/1/3*3+10-7*8+6/5-10-9+8+9-8-1+4/6*2+1*3-4/4/9*8/6*7-3*10+6-10+10*2*1+9-9+8*5+9
[643번 결과 수신]: -165.74603174603175
[653번 수식 전송]: 8-6-3+4*3+1+7-3-2*3*9*5/6*5-9*10/4+8*5*7+2/4-3/4+2*6*10*7*4*1+3+10*6-9*7*7-6/9+1*10-1-6/1-7-2+5
[644번 결과 수신]: 44.388888888888886
[654번 수식 전송]: 7/8*1/10+1/2*6/6/7/4-2*2+1+5/6/9*6/6/4*7/1-6+9-8+8+10/1*7+3+4/1-2/2*7+8*1+8+3-8/8*2+4-9/2+10-1
[645번 결과 수신]: 257.4
[655번 수식 전송]: 6/2*4+7-10-6-10+5*5*1/8-3+6-1+9*2-3/7-10-2+7*8*9+4+2*5/4/6/8/9*3-9/6-10*7-1-9*2/7/5+2+1/6-2/3/5/3+10
[646번 결과 수신]: -17.08
[656번 수식 전송]: 6-5/8+8+7+2-3-1/7+1/7/10-5+9/7/2*10*7*1+2+4-7+2-1*5*7/10+3+7*3-8-3
[647번 결과 수신]: 26.5
[657번 수식 전송]: 7-3-7+7/6-8*9+4*7-2-6/5*1-8/10
[648번 결과 수신]: -34.05555555555556
[658번 수식 전송]: 9*3-2+9*7+9/3-10/1/2/5-10*9+10
[649번 결과 수신]: 151.34166666666667
[659번 수식 전송]: 4-10/6/2+8-4-1+3/5-4/8/5/4+2/6/3/4/10/10-1/4/5-2+5-1/1+5*6+3/2+10*1-6-9*7*3+4-4+6/8*6-2*10/3
[650번 결과 수신]: -256.0291666666666
[660번 수식 전송]: 9+1-1*6*4*10-1*8*6+3+6*5+6*4
[651번 결과 수신]: 326.06944444444446
[661번 수식 전송]: 10-10+3/2-5/2+9+2*10*9+8*10/6-7*10+4/6+8*9/9-5/3/2/10*3-10/9-6+5
[652번 결과 수신]: -13.932275132275123
[653번 결과 수신]: 3028.5833333333335
[662번 수식 전송]: 7/6+5/4*7+8*8+9-10*8*3/8/8+2/4/5-6+5*4*4+8*2/8
[654번 결과 수신]: 95.76739417989418
[663번 수식 전송]: 9-3-4*4-5*4*3/5*6*10-2/7+6/2*5*1*10-7/8*3/3/5+5-6+7*5
[655번 결과 수신]: 450.82172619047617
[664번 수식 전송]: 7*10-1*1-6/10+3/8+10/8*3+7-7+7*10/8-6/9+1+1+6+5*8/5/5+7/6/8-9/8-6*6*8+7-4
[656번 결과 수신]: 69.74642857142857
[665번 수식 전송]: 4-3/2+6*6+1*4*9-10+1
[657번 결과 수신]: -49.83333333333333
[666번 수식 전송]: 5-1*1-6/7-7/3-6+8+6*9/9/10/5/1-7-9*2-2*9*10-9*9/2/7*4*1*4+8/2/7
[658번 결과 수신]: 10.0
[667번 수식 전송]: 8+7*1/1*4*6-9-2*4-9/6/5-2+10-9-3+8+1/1*8/3+8*4*10+9*8/3-4-1+7*8+3/5+3+6-9*7
[659번 결과 수신]: -146.9747222222222
[668번 수식 전송]: 2*6+9+3-3/10+8+8+4-6*4/3-7*10/3/1-1/9*9*6+9/1+10*8/10+5-7
[660번 결과 수신]: -221
[669번 수식 전송]: 3/7+10/7-3/6-1*2/5-9/3-6*3+10-9*7/4
[661번 결과 수신]: 137.63888888888889
[670번 수식 전송]: 1*4*4+3-7*4*9-10-10+2-10/7-8-5+6-8/7*1+8/6+4-9/2+6*4+1+7-9+8*2+5+1-7/4*3+10/5/4+5-5+9+8+7
[662번 결과 수신]: 155.26666666666665
[671번 수식 전송]: 9/4/3*8+1*6-6-3+6-5+2+3*3/4-4/4*3*5*5+3+3+5/7+3-8-3
[663번 결과 수신]: -546.4607142857143
[672번 수식 전송]: 3-6+9+4+10*7+5-2+7*2*1
[664번 결과 수신]: -195.77083333333334
[673번 수식 전송]: 5*1*7-2-8*10+8/6*1+8-1/7/4+7*6+7+6/8+2
[665번 결과 수신]: 65.5
[674번 수식 전송]: 7/2/8*2-1-8-10*7-10*8*2/5+5-3/4-4+2*7/6*1*6/6*9+7/3*4*8-2+7-1-9-10-1-5+9/9*7-7*9+1-7-8-10
[666번 결과 수신]: -294.0704761904762
[675번 수식 전송]: 10/10*9+4*6*10-5-8-5/6/2+9/10*10-2*3*3+4/9+8*10+4*9+2+9*3+5+10-10+6+7*4*2/9
[667번 결과 수신]: 506.9666666666667
[676번 수식 전송]: 3-2-6*4*6+3/8-1-10/2*3*10*3-7*6/1-9+9*10/2+1*10*8+2*9-2/7+4-10-6/4/2
[668번 결과 수신]: 21.36666666666667
[677번 수식 전송]: 2*7+3*2*8*5-6+8/10*7+9+9+8+2*3/2+4*3*6-1-3*3-2-9+8*5/2-8+3+6+5/1*7+8+10
[669번 결과 수신]: -25.792857142857144
[678번 수식 전송]: 10-6+3+1*4+7*4*10*9-9+8*2-4/3
[670번 결과 수신]: -195.4880952380953
[679번 수식 전송]: 3-8-2/10/8+7+10/6-7/9*4+1-7*5-6*8*1+6-1-2+7*4*5-6+2-6*5/7+7-5-1*3*9+9*6+4+1/6/1-3+6+7*10/1+10*6
[671번 결과 수신]: -68.03571428571428
[680번 수식 전송]: 8+10+9+4-3+4*6*8/4+1/7/9/6*4/6/7+10/2-2+9/1*7+8-3-8-6/7/5-6+6*8*8+2/3-3-7
[672번 결과 수신]: 97
[681번 수식 전송]: 2-7*7/1*6*2/10*2+5*9/1+8*2/2+5*8+5-7*6+2-6-2
[673번 결과 수신]: 14.047619047619051
[682번 수식 전송]: 5-5/5+6-10-7+4/5/9+3-4*6*8-7-10*9*9-9/4+2+10+6+3+6+9+10-10+3*3*3-2*5-3+7*8*6*8*4*4-4-8+4*10-8+2+5
[674번 결과 수신]: -115.20833333333333
[683번 수식 전송]: 8-9*3+5+9+7*7*8/9/7*5*7-3-3-9*10*6
[675번 결과 수신]: 389.25000000000006
[684번 수식 전송]: 7+8-9+6+10+5*3-1/8-1-2+6
[676번 결과 수신]: -508.6607142857143
[685번 수식 전송]: 2*7/8+8-6*5*8-7+5*1/10-9+5*9*9-7+3/7/4/3-7+5+5+2/8/7-6-3/8*4/3-6-4+3+6/7
[677번 결과 수신]: 407.6
[686번 수식 전송]: 10+8/1-5*5-9*9-4*1*8+3/3-5-1-9-5+5-9+8*10*10/9-5*10/9-9*5/7/1+5-10-9/6+8+8+7/2/7/2-8/10-6+1*8+10/5
[678번 결과 수신]: 2536.6666666666665
[687번 수식 전송]: 9/6-1*2-5/10-10-6-5*9*7+8*9*6-9-7-5+5+8-6/1/8*4
[679번 결과 수신]: 219.41150793650797
[688번 수식 전송]: 1*9-3*1*3*7-3-6-10-9-2/6*7/5*5-1+7*4+6*4+6*3+1*10*9+2*7/4+4*8+10/4/1-5
[689번 수식 전송]: 7+5*7+5*7*10+9/1/2-6/4-4-4/2/6-8+9+6-4/4/10*6/7
[680번 결과 수신]: 507.49549004787093
[690번 수식 전송]: 5-3/5-3-6/7+10+3+9-4-8-9+8+8/6-3/9*1+7+1*8*5*10-9+6+3-4-7-9+3/1*5*10*3*5/2*5*4*1*1-4+2*3-8
[681번 결과 수신]: -65.6
[691번 수식 전송]: 6*6*5+5/6-5-1/7+7*2*5*6+7-8+7*7/2*1/1/10*8-2-6*7
[682번 결과 수신]: 42069.83888888889
[692번 수식 전송]: 10+6+2*4*8+3*9-3/2/1-3+5*6-6/8*5-7+7-4*1-3/3
[683번 결과 수신]: -333.22222222222223
[693번 수식 전송]: 7+9*6*10-1-8*4+8*8+10+8-5*1*8-10/8
[684번 결과 수신]: 39.875
[694번 수식 전송]: 4/1*4+4/7+8+4*5-2+8-2+10*2+5+10+3-4*6/3+8+8-8-10-7
[685번 결과 수신]: 142.67857142857142
[695번 수식 전송]: 5+4/5*9+4*3/2+4/5*4/5*6
[686번 결과 수신]: -53.1452380952381
[696번 수식 전송]: 10/1-8/2*9*10*10+4-3-3/4+4-1-4-7-1-2+8/9+9+10*3*10-6/8/1+6-2*2*2-5+9*8/2/2*5*1/9/10-8*6/9-3-10-9*2-5*7
[687번 결과 수신]: 89.0
[697번 수식 전송]: 10/5/2-8-5/8-5+10+4+7*9/10/10-1+10-5-10-4/7/2-6-7+8/9-10-6*1/5-8*9-1/9/10/9-7
[688번 결과 수신]: 107.66666666666667
[689번 결과 수신]: 397.5809523809524
[698번 수식 전송]: 3/2/6*3+4-10+4*2*4-2+5+8/2/7/4+5-5*6+5/1+9*8+6/3-2-3*7*2*1-4-2+8+5/6+2
[690번 결과 수신]: 22891.542857142857
[699번 수식 전송]: 3+1/1+1/7*6-9*3-9-7/6/4+7/3+1-7*4+4+8/8*6+5*10/5+1-6+9*4*8
[691번 결과 수신]: 570.2904761904762
[700번 수식 전송]: 3*9/6/1+2+2*5*4/7/3/3*7/1*1/10/9/4
[692번 결과 수신]: 123.75
[701번 수식 전송]: 10-9+4*3/8-7-9+8+1/7*3-6+4+9*9-10*2-2-9+5/3-7-1*3+5-10+6-6+5*9+5+7*7-2-9/5*3-3*10+6*10-2-1/6/8/2*9/8*8
[693번 결과 수신]: 554.75
[702번 수식 전송]: 4/5+6-2/2+7-10-6+7*2*6+7*10+6+9/4+2*8*10-10+4/9*4/2+10+5
[703번 수식 전송]: 10/4*9/3-1+10-9+2-5*10
[694번 결과 수신]: 69.57142857142857
[704번 수식 전송]: 9/6*9-9/9-6/9-10+2*9-3*3*1-2-9*10+8+7/2*7*6+7+4/9
[695번 결과 수신]: 22.04
[705번 수식 전송]: 9*2/8/5*6+6+1/9*3-9-2-6/9-8*6+4
[696번 결과 수신]: -3368.944444444445
[706번 수식 전송]: 5*7/9+4/9*5+10/7-8/8-2*4/9+2+4*6*9+2*7/8*4-2-8/4-2
[697번 결과 수신]: -106.59305996472663
[707번 수식 전송]: 8+4-9*8-1+6+1*8+10+2+3/2/6-3*9*6-5/8+3/7+8*1/2+2-5*10*6
[698번 결과 수신]: 44.726190476190474
[708번 수식 전송]: 2-9/2+7+8-2-7-5+6+8*5/3+3
[699번 결과 수신]: 246.89880952380952
[709번 수식 전송]: 7+8+1*7-7+8+10-9-8/4*8/4*7+2/7*5-3*6-6+5
[700번 결과 수신]: 6.512345679012346
[710번 수식 전송]: 4*9*7+2/7*6*1/10*10-9*1+9-1+9+5*5+1*6/5*2*8-1+6/5+2-6/10+8*4-1*6/7-3+7+7*2*5/5/9+6*5/9-4*8-10
[701번 결과 수신]: 149.1014880952381
[711번 수식 전송]: 1-6/7+2+4-8/8-8-9+2-10*9/2+3+10+3+9+5+2*5+4*9/8-3-8-2*4/2+5*1-10+8/4-7/8+1-2-4/7
[702번 결과 수신]: 324.9388888888889
[703번 결과 수신]: -40.5
[712번 수식 전송]: 2+6+5/3-5/1*6/7/10/6/7*1
[704번 결과 수신]: 81.27777777777779
[713번 수식 전송]: 3+7+6*7+3+10+10+1+6+8+4*2-7-2+10/1+9-2+2+9*2-6+7-2-6/9*6-4-7+4+1*1*3*3/5
[714번 수식 전송]: 6-4-4*1*5*5*9-2/1-2-7+7/1-10+6+3/7-5+8/10/10+5/8*6/4+5-8+7*8+6/9+8*10/4/5-2+3+4+10-9-2-2/1*3*1*10+4/5/6
[705번 결과 수신]: -46.63333333333333
[715번 수식 전송]: 5+5/8+7+1+6+4+6*10*8-6/3*9*6*4/7/10*4/2+7+7/10/8+4+4
[706번 결과 수신]: 224.65079365079364
[716번 수식 전송]: 1*4*3*4*10/8*10*7-10*6+1/2/6+1
[707번 결과 수신]: -490.94642857142856
[717번 수식 전송]: 5*9/3/1/7*1/6-9+1/2-4+4*9*8-4/1/9*3+5+6*6-6-7+3*4*3+7/9/8+9+3-1*9+8/10*7*3+6/10*7
[708번 결과 수신]: 20.833333333333336
[709번 결과 수신]: -21.571428571428573
[718번 수식 전송]: 4-2-8-8/8+3+2/6/3+4+6/4+9+9/2*9*8-7*7+2*9+6/10/9*2*4+7/3*7/4*1+2/10/4*3+5/6-4
[710번 결과 수신]: 305.5460317460317
[719번 수식 전송]: 6-9*5*10*10+4*2+2*4/4*2
[711번 결과 수신]: -30.803571428571434
[720번 수식 전송]: 10/2-9+6-6-1*10-5/5-2/4-3+8*7+3/10*4*4+10-10*10+2-10/9+4/6/6*7+1-1-3-8+8/1+5/10-8*4
[721번 수식 전송]: 7*9/4*7/2/8*2-8+9+2*9-2-1/2*9*10+7+9+9+6/8+3+3/4/10/9
[712번 결과 수신]: 9.656462585034014
[713번 결과 수신]: 115.8
[722번 수식 전송]: 10*7-3*10/7/9+3/5-9-9-1-4-9+7/3*1-9/10/10*7+7-7*9+5-3
[714번 결과 수신]: -907.7539285714286
[723번 수식 전송]: 7+4-10-10*9+2/7-10/7*8*2*9+2-10-1+7/1/10*4-4+3+3-8/5/7/2+4*9-10-9*1/2/3*2*7-10+2*10+3
[715번 결과 수신]: 506.3696428571428
[724번 수식 전송]: 4+7+4/6/8-1-7-7+8+2-6+3*8-4+8-1*7-4-8+1+3-2-9/2*6*2/10-10*7*5-7/2*8
[716번 결과 수신]: 4141.083333333333
[725번 수식 전송]: 5-4*9/1-8-4-8/5*6*5*7+6+7+1-6+4*2/8/4+7/2/4/3-10/10/6+7+4/9+4*3*5/9*4*7/1-5-5*10+6*1+2
[717번 결과 수신]: 362.62103174603175
[726번 수식 전송]: 7/7/6-3-1-8/1+3-6*2*6*3+1-7-5*10*4-1-4-7
[718번 결과 수신]: 305.21111111111105
[727번 수식 전송]: 9-5*4+9*9*3/3/5+9-7-6*7+7*7*9*1+7*1-7-6/8-6-9+8+9/8/10*1/2*7-5/4*2/6-2+10/6*10*2/2+5
[719번 결과 수신]: -4482.0
[728번 수식 전송]: 2-2+10/10-5*9*4/10+2*7*7/9*1-9/2+8/1*8-10/6+10/6/8/10-7-4
[720번 결과 수신]: -80.53333333333333
[729번 수식 전송]: 2*10*3+3+9-6*10*7/9/2-10-4*6/1-8*8*6-3+4/10*2+7-2/1-7*5-9*9
[730번 수식 전송]: 4+3*2/6/2/10+6+6-2+1-3+8*6+5-1/8*8+7*6/3-2*1-4*1-8/7*1*6*3-6*4-10
[721번 결과 수신]: 14.539583333333333
[731번 수식 전송]: 3/3*8*4*3*6+10/8-4/6/5-6*2+10-10+8/6+3*2-2*4-3*2/8/7*8+9*10*2*9+6-7*4-10+6/8+7*1/10*3+3-4*4
[722번 결과 수신]: -14.172857142857154
[732번 수식 전송]: 1*2+4/9/8/3+1/2*2*10/7*4+4/7/5*5-5*4-6+7/10/1-1+6*5+5/8-3+5*10/5/9-7+3+2-5+3/3/3*6-5-7
[723번 결과 수신]: -280.74285714285713
[733번 수식 전송]: 6-3/6+10-10*5/1-3*7-8+10-2+1*7-8-7/1/6+1/6*5*6-5
[724번 결과 수신]: -372.31666666666666
[734번 수식 전송]: 5/6*9*3+7-2+1*7*6*9+2-3/7-7-6*8*5/1/9-8/1-3+8*1+7*3*1-9/4*7+9*1*5-2/9*7/2+1/10-4/2+7/6*4*1
[725번 결과 수신]: -223.5138888888889
[735번 수식 전송]: 8+4+6+3+9*10/8*2+8*1*8+2+2-9*1+3-3+3/10+3+7*8/9*6/4+2-1+8*10-7*4*3*10+2+10+3
[726번 결과 수신]: -442.83333333333337
[736번 수식 전송]: 9*8+7-5+3-7/4/1*2*2/6
[727번 결과 수신]: 418.09375
[737번 수식 전송]: 4/4+3-2*2+8*6+5+9*8+6/7+6/10*6/7
[728번 결과 수신]: 40.74305555555556
[738번 수식 전송]: 10*2/1-4/6+5/1/4-7*7+2-1/4*2*2+5+7/5*3*7*1/2-10+3/2/4/4+6*1-8-3/6*8+5-7*7+9-3*6-2
[729번 결과 수신]: -482.5333333333333
[739번 수식 전송]: 7/7+1/8*6/4+3*10-7*4+8*5-6*6+2*2+8*10-7+3+5+10-9+5+10+1+1*2
[730번 결과 수신]: 17.478571428571428
[740번 수식 전송]: 9+4*5/6+5*9/4/4/4-4*8-6/7/3/8+9*7/6+7/10*1+1-2*9
[731번 결과 수신]: 2141.442857142857
[741번 수식 전송]: 10*4*5+1*1/2-4-10+3+9/3/4-9-3*10-5-9-4*7+1*5/3-3+10/7*5-7*7+4-2+8-10/7-8-5-6*1*10/8
[732번 결과 수신]: -6.259656084656086
[742번 수식 전송]: 7+2+4-8+9+1+1*4-7+6-5/6*2-2*5*8+3*5-3*3-1*9*9*6*10+10*4/10
[733번 결과 수신]: -57.666666666666664
[743번 수식 전송]: 7/9-6/5+2*6/1/6-1/2/4+6+3-1+2/7-6*9-8/9+8/7+10+9*4-7+10/7/4-7*2-1/3/4+7*7+6-8*5*1-3/7/7+5/3+9-2+8-9+9
[744번 수식 전송]: 6-7+10-7-6+6+8*1+1*3*2-3-3/2*2-7+8/1
[734번 결과 수신]: 422.6436507936508
[735번 결과 수신]: -628.8666666666667
[745번 수식 전송]: 10-6-9+4/7*5-1+10-5-6-9-8+9+8+7+4/1-6*9/7/9*6*5/5/5-2/2+1/3*3
[736번 결과 수신]: 75.83333333333333
[746번 수식 전송]: 10+2/1+7/3/7-4*5/7*10*10-7+1*1/3-10*5/2/8/4
[737번 결과 수신]: 126.37142857142858
[747번 수식 전송]: 7/3/6/1/8-10/7*1+2*9*2*3
[738번 결과 수신]: -78.62291666666667
[748번 수식 전송]: 2*10-2/10*5-1/9*7/10*6-2/3-1-8+1/5*1+7*6-5/10-4+6*2+6/8
[739번 결과 수신]: 111.1875
[749번 수식 전송]: 8+6*8*8/1-3+6*3*4/9-8*2/6/1+6+8/5/8/10+4+3*10*7+3-9-10-1+2-7*10/10/6-9/4+10-10-2+1
[740번 결과 수신]: -24.79925595238095
[750번 수식 전송]: 8-6+2+7+8/5+7/5*7-10+10*8+8*4/7+10*2*8/3+1+4/4/2-10-3/7*7
[741번 결과 수신]: 54.13095238095238
[751번 수식 전송]: 1+4+8+1+2+3+2+4-7/5*4-4+8*8+10+2+10*9*6/9+9-10/8-4
[742번 결과 수신]: -4913.666666666667
[752번 수식 전송]: 1+4*3*5-7-10+7+8/8-10/10/9+8-8+5/9/2/1*7*6*5+10+5*9
[743번 결과 수신]: 12.871712018140595
[753번 수식 전송]: 10+6+6+7+2-5+4+5-9*7+8-8+3-8/9/4-3+3*6+5*5*10/5*8-8*8-10+3-6/3
[744번 결과 수신]: 11.0
[754번 수식 전송]: 5/1/3-6*10/6*4*8-6-5+10*2+7*8-6-2/2/6*2-1*1/4/5/9*1+3*9+7
[745번 결과 수신]: 5.828571428571429
[755번 수식 전송]: 7-10/1*1/8/3*4+10/1-4+4-4
[746번 결과 수신]: -280.8288690476191
[756번 수식 전송]: 9-8*1/2-9-3-5*2*8+6-7*10/4/4-9*1-10-1-5+3/1-2+3*9+2*2/8
[747번 결과 수신]: 106.62003968253968
[757번 수식 전송]: 5*1+2/3*2+5-1*5-9/2-6*7*7-9/4-9+2/1-8/3*3+9-9*6/9-3-1+7/2-7-10/1*1*5/9
[748번 결과 수신]: 59.31666666666666
[758번 수식 전송]: 9/9-6*1*4-8+2*3+9-2+2+2*6/8/1/1/6*4-8/10-7/7+6*8-5+5+10+9*10/3*2+10*10+1/6/6+7*2-9*10/8-5/8/9-4*6
[749번 결과 수신]: 594.9366666666666
[759번 수식 전송]: 8-5/5-3*3/10*3/3*8-9+7*8-8-2/1*2*7*9/4*9/5*5
[750번 결과 수신]: 138.8047619047619
[760번 수식 전송]: 10*9*4+7-1*10+2/10*7-3/9/1-10+5*8+3+1/7*10-3
[751번 결과 수신]: 155.15
[761번 수식 전송]: 3+5+10-6+6*5+5-5+10/2*9/5-4-9*9+6-5+1-1*6/10/9/2+1-4-2-9-9/9*5*4*10+2+5/4/3/1
[752번 결과 수신]: 165.22222222222223
[762번 수식 전송]: 7/9+10+7+7*6*3/2/9-2*4-7/9/7-8-6+3+6*7/5-7+2-10*9-5*10+3/7-5+4-4*4/7+7/3/3+8-10+9+5/1
[753번 결과 수신]: 316.77777777777777
[763번 수식 전송]: 3/3/3+3-7-7*7/10/6*8+4+6/3+5-6/2/9-2/7
[754번 결과 수신]: -225.67222222222216
[764번 수식 전송]: 6+4*1+3/4+2-6+10-2+4-2/1-4-6-6*3*2*10/9*8/2/4-10/1/7/6-10-9/2/8-1*6-4*2
[755번 결과 수신]: 11.333333333333332
[765번 수식 전송]: 9*10+6-3+9-2-9-2-2+4+3+3*2/7+1*3-6-8-3+9/5+8*6-3/5*8*2+6+10-6/10*9*5/2-8
[756번 결과 수신]: -81.875
[766번 수식 전송]: 4-2*7*4/9+1*7/8*2/4*7-10-2-9+5+8+10/9+6*1-9+6-1*1-7/6+10*6/5*6*8+4*10+2+1*10/3*1*6
[757번 결과 수신]: -319.47222222222223
